Percent_Eliminated,RMSE,MAE,R2,Correlation
0.01,22.831684116111106,17.116564493486873,0.9735506195892594,0.9998728248861164
0.02,25.24972232634895,18.276130190401144,0.9683683547994492,0.9996889509418547
0.03,27.119776158245628,18.046363121690835,0.963303654438243,0.9994618031499447
0.04,26.90344158269368,18.788063622878692,0.966279655063592,0.9992936516249988
0.05,27.6583233530156,18.713456378536037,0.9624896421591493,0.999066706600427
0.060000000000000005,25.8134354985047,18.300382780098303,0.9677967823144145,0.9990245786767985
0.06999999999999999,26.57534478812787,18.739491047117507,0.9653040807677095,0.99879383792647
0.08,26.808167619341184,18.81592425830131,0.9651972286316557,0.9985969468012492
0.09,27.559110165125524,19.0910386565681,0.962765593842365,0.9983323674599556
0.09999999999999999,27.614023217068144,19.01836839246507,0.9629144862199441,0.9981395327279188
0.11,27.690674668327937,19.15914675154377,0.962477133137097,0.9979412485166399
0.12,26.81913794424835,18.804759489661695,0.9645995062010919,0.9978935346172291
0.13,28.52766563708411,19.856910327390615,0.9600294045205007,0.9974173375186743
0.14,28.640690908138367,19.58499906684309,0.9598533181282025,0.9971964686972673
0.15000000000000002,28.416942103654435,19.64785174885777,0.9606872380840734,0.9970427036270912
0.16,29.368358303955347,19.886187205293826,0.9581095281707674,0.9966300954715784
0.17,29.930666386646987,20.04647150026693,0.9560520027084657,0.9962816366855267
0.18000000000000002,29.777044961637504,20.366113598713202,0.9563829807919844,0.9961033885194995
0.19,29.728941108246218,20.270371917234936,0.956521083551891,0.9958987992751641
0.2,30.99135279419254,20.652514964684077,0.9527830726227521,0.995306995150712
0.21000000000000002,30.99429693242748,20.740989143248992,0.9529369084307241,0.9950717178790307
0.22,30.138388077948655,20.630037159595894,0.9556737795815748,0.9951183958787972
0.23,30.600946940157407,20.801303440279284,0.9535249306473571,0.9947380855241725
0.24000000000000002,31.724076191819485,21.2500870035694,0.9507825378368453,0.9940974639697041
0.25,31.16043736403119,21.085580633073015,0.9526345249988857,0.9940696194906724
0.26,32.532830970522625,21.55362286155254,0.9484005400383291,0.9932719414799824
0.27,32.19116168733852,21.61824811561906,0.9490078088157561,0.9931609584841058
0.28,32.31066965227424,21.680884087512705,0.9488005453425864,0.9928551589944572
0.29000000000000004,33.36540022238541,21.977359234010315,0.9454278709728345,0.992106943884284
0.3,32.79837717963193,21.98771200512831,0.947377154010195,0.9921037114080945
0.31,32.59970595114866,22.065614321116655,0.9479596044007659,0.9919373434256662
0.32,33.663572162616354,22.488659712770936,0.9448193344879634,0.9911231515460429
0.33,32.97167281184661,22.319012752983888,0.947537617172675,0.9912248278786571
0.34,33.66030219273147,22.627213569991042,0.9454326906427742,0.9905700695772679
0.35000000000000003,34.05097087170693,22.842413568416152,0.9444262927205178,0.9900656618006513
0.36000000000000004,35.05834183484986,23.203581102779243,0.939964514426144,0.9891658999748205
0.37,35.241025751673924,23.352020826857327,0.9392088105110104,0.9887523827967594
0.38,34.967756330049895,23.36259297647388,0.9408886943390324,0.9886171324890358
0.39,35.99348989712425,23.979921796088888,0.9366363862761402,0.987620410444632
0.4,35.798680546590354,23.898074976522626,0.9378456210589103,0.9874397880973955
0.41000000000000003,36.89562162356783,24.42841824342657,0.9336415516104953,0.986315973071645
0.42000000000000004,36.57378356815217,24.44417349666141,0.9347266412913091,0.9862301743625007
0.43,36.28401003212001,24.26321670911256,0.9357761965661107,0.9861293694715111
0.44,37.36023978236667,24.93507622642531,0.9314241620974795,0.9849342145338602
