Percent_Eliminated,RMSE,MAE,R2,Correlation
0.01,30.110991605614323,21.260473294670025,0.9061601074928283,0.9995545154404479
0.02,30.274267726954246,21.40464992294505,0.912116417793894,0.9990995905053303
0.03,29.131250032491497,21.18905015906793,0.9170164632502673,0.9987491517134851
0.04,28.953985223072298,20.86121611365121,0.917542994827057,0.9983522501123766
0.05,29.938994624181042,21.43371521643948,0.9124434357565061,0.9977970764662746
0.060000000000000005,29.690498036629183,21.47734101980436,0.9174177437773582,0.9973998744759197
0.06999999999999999,31.19721290156365,22.138093637296553,0.9027834511089144,0.9966504230544129
0.08,30.975463668514926,22.133365437487395,0.9047479410802783,0.9962270903599009
0.09,31.575696046262326,22.370356202760945,0.9039994843949333,0.9955856942366467
0.09999999999999999,31.2766537464132,22.52728595151356,0.9051309549588182,0.9951875385392955
0.11,31.873337904439033,22.851923297979898,0.9005066212819611,0.9945017554787627
0.12,32.22964938657854,23.041536347623445,0.899959371172501,0.993863269183973
0.13,32.375625090713214,23.107902523079115,0.896842853598692,0.9932904587503756
0.14,31.88016623163157,23.139670525676976,0.8997481900664385,0.9929966256774012
0.15000000000000002,32.5688147045182,23.181081792240406,0.8979050320575823,0.9921596885477081
0.16,32.88576401146302,23.399531459330966,0.8930611667092341,0.9914740901557005
0.17,32.938575733501985,23.495908896239914,0.8935041818830203,0.9909158014110053
0.18000000000000002,33.199845075239644,23.914353865624975,0.8918259868312541,0.9902218840178667
0.19,33.73447648057793,23.95387515922353,0.8886143364776942,0.9893414293320069
0.2,34.51615395661423,24.532531472571353,0.8838296596024992,0.988247740590535
0.21000000000000002,34.146889251747176,24.433633283840038,0.8851051719303619,0.9879229837631611
0.22,34.946938694289805,24.94060324910488,0.881025643968733,0.9867404395248239
0.23,35.04316124552255,24.95653617214745,0.879168821944477,0.9860613281072643
0.24000000000000002,34.34496423216949,24.735292904190967,0.883658029082752,0.9860350079400271
0.25,35.43962179664327,25.308170046673975,0.8782245160325698,0.9844896212453432
0.26,35.7511399004473,25.490951434827814,0.8763752035859761,0.98357907832374
0.27,35.52213378623204,25.413898780189093,0.8763464655403944,0.9831655267622424
0.28,36.440650391922,26.029164969130086,0.8685114437345833,0.9816287271056701
0.29000000000000004,37.06723383865256,26.198632024528674,0.8656735143321302,0.9802983559671428
0.3,36.33182640787959,26.07743948617538,0.8698606841043693,0.9804390786357728
0.31,37.26965259691848,26.612097488291248,0.8633153212464721,0.9787075801260126
